dec,bin,gray
54458,1101010010111010,1011111011100111
54459,1101010010111011,1011111011100110
54460,1101010010111100,1011111011100010
54461,1101010010111101,1011111011100011
54462,1101010010111110,1011111011100001
54463,1101010010111111,1011111011100000
54464,1101010011000000,1011111010100000
54465,1101010011000001,1011111010100001
54466,1101010011000010,1011111010100011
54467,1101010011000011,1011111010100010
54468,1101010011000100,1011111010100110
54469,1101010011000101,1011111010100111
54470,1101010011000110,1011111010100101
54471,1101010011000111,1011111010100100
54472,1101010011001000,1011111010101100
54473,1101010011001001,1011111010101101
54474,1101010011001010,1011111010101111
54475,1101010011001011,1011111010101110
54476,1101010011001100,1011111010101010
54477,1101010011001101,1011111010101011
54478,1101010011001110,1011111010101001
54479,1101010011001111,1011111010101000
54480,1101010011010000,1011111010111000
54481,1101010011010001,1011111010111001
54482,1101010011010010,1011111010111011
54483,1101010011010011,1011111010111010
54484,1101010011010100,1011111010111110
54485,1101010011010101,1011111010111111
54486,1101010011010110,1011111010111101
54487,1101010011010111,1011111010111100
54488,1101010011011000,1011111010110100
54489,1101010011011001,1011111010110101
54490,1101010011011010,1011111010110111
54491,1101010011011011,1011111010110110
54492,1101010011011100,1011111010110010
54493,1101010011011101,1011111010110011
54494,1101010011011110,1011111010110001
54495,1101010011011111,1011111010110000
54496,1101010011100000,1011111010010000
54497,1101010011100001,1011111010010001
54498,1101010011100010,1011111010010011
54499,1101010011100011,1011111010010010
54500,1101010011100100,1011111010010110
54501,1101010011100101,1011111010010111
54502,1101010011100110,1011111010010101
54503,1101010011100111,1011111010010100
54504,1101010011101000,1011111010011100
54505,1101010011101001,1011111010011101
54506,1101010011101010,1011111010011111
54507,1101010011101011,1011111010011110
54508,1101010011101100,1011111010011010
54509,1101010011101101,1011111010011011
54510,1101010011101110,1011111010011001
54511,1101010011101111,1011111010011000
54512,1101010011110000,1011111010001000
54513,1101010011110001,1011111010001001
54514,1101010011110010,1011111010001011
54515,1101010011110011,1011111010001010
54516,1101010011110100,1011111010001110
54517,1101010011110101,1011111010001111
54518,1101010011110110,1011111010001101
54519,1101010011110111,1011111010001100
54520,1101010011111000,1011111010000100
54521,1101010011111001,1011111010000101
54522,1101010011111010,1011111010000111
54523,1101010011111011,1011111010000110
54524,1101010011111100,1011111010000010
54525,1101010011111101,1011111010000011
54526,1101010011111110,1011111010000001
54527,1101010011111111,1011111010000000
54528,1101010100000000,1011111110000000
54529,1101010100000001,1011111110000001
54530,1101010100000010,1011111110000011
54531,1101010100000011,1011111110000010
54532,1101010100000100,1011111110000110
54533,1101010100000101,1011111110000111
54534,1101010100000110,1011111110000101
54535,1101010100000111,1011111110000100
54536,1101010100001000,1011111110001100
54537,1101010100001001,1011111110001101
54538,1101010100001010,1011111110001111
54539,1101010100001011,1011111110001110
54540,1101010100001100,1011111110001010
54541,1101010100001101,1011111110001011
54542,1101010100001110,1011111110001001
54543,1101010100001111,1011111110001000
54544,1101010100010000,1011111110011000
54545,1101010100010001,1011111110011001
54546,1101010100010010,1011111110011011
54547,1101010100010011,1011111110011010
54548,1101010100010100,1011111110011110
54549,1101010100010101,1011111110011111
54550,1101010100010110,1011111110011101
54551,1101010100010111,1011111110011100
54552,1101010100011000,1011111110010100
54553,1101010100011001,1011111110010101
54554,1101010100011010,1011111110010111
54555,1101010100011011,1011111110010110
54556,1101010100011100,1011111110010010
54557,1101010100011101,1011111110010011
54558,1101010100011110,1011111110010001
54559,1101010100011111,1011111110010000
54560,1101010100100000,1011111110110000
54561,1101010100100001,1011111110110001
54562,1101010100100010,1011111110110011
54563,1101010100100011,1011111110110010
54564,1101010100100100,1011111110110110
54565,1101010100100101,1011111110110111
54566,1101010100100110,1011111110110101
54567,1101010100100111,1011111110110100
54568,1101010100101000,1011111110111100
54569,1101010100101001,1011111110111101
54570,1101010100101010,1011111110111111
54571,1101010100101011,1011111110111110
54572,1101010100101100,1011111110111010
54573,1101010100101101,1011111110111011
54574,1101010100101110,1011111110111001
54575,1101010100101111,1011111110111000
54576,1101010100110000,1011111110101000
54577,1101010100110001,1011111110101001
54578,1101010100110010,1011111110101011
54579,1101010100110011,1011111110101010
54580,1101010100110100,1011111110101110
54581,1101010100110101,1011111110101111
54582,1101010100110110,1011111110101101
54583,1101010100110111,1011111110101100
54584,1101010100111000,1011111110100100
54585,1101010100111001,1011111110100101
54586,1101010100111010,1011111110100111
54587,1101010100111011,1011111110100110
54588,1101010100111100,1011111110100010
54589,1101010100111101,1011111110100011
54590,1101010100111110,1011111110100001
54591,1101010100111111,1011111110100000
54592,1101010101000000,1011111111100000
54593,1101010101000001,1011111111100001
54594,1101010101000010,1011111111100011
54595,1101010101000011,1011111111100010
54596,1101010101000100,1011111111100110
54597,1101010101000101,1011111111100111
54598,1101010101000110,1011111111100101
54599,1101010101000111,1011111111100100
54600,1101010101001000,1011111111101100
54601,1101010101001001,1011111111101101
54602,1101010101001010,1011111111101111
54603,1101010101001011,1011111111101110
54604,1101010101001100,1011111111101010
54605,1101010101001101,1011111111101011
54606,1101010101001110,1011111111101001
54607,1101010101001111,1011111111101000
54608,1101010101010000,1011111111111000
54609,1101010101010001,1011111111111001
54610,1101010101010010,1011111111111011
54611,1101010101010011,1011111111111010
54612,1101010101010100,1011111111111110
54613,1101010101010101,1011111111111111
54614,1101010101010110,1011111111111101
54615,1101010101010111,1011111111111100
54616,1101010101011000,1011111111110100
54617,1101010101011001,1011111111110101
54618,1101010101011010,1011111111110111
54619,1101010101011011,1011111111110110
54620,1101010101011100,1011111111110010
54621,1101010101011101,1011111111110011
54622,1101010101011110,1011111111110001
54623,1101010101011111,1011111111110000
54624,1101010101100000,1011111111010000
54625,1101010101100001,1011111111010001
54626,1101010101100010,1011111111010011
54627,1101010101100011,1011111111010010
54628,1101010101100100,1011111111010110
54629,1101010101100101,1011111111010111
54630,1101010101100110,1011111111010101
54631,1101010101100111,1011111111010100
54632,1101010101101000,1011111111011100
54633,1101010101101001,1011111111011101
54634,1101010101101010,1011111111011111
54635,1101010101101011,1011111111011110
54636,1101010101101100,1011111111011010
54637,1101010101101101,1011111111011011
54638,1101010101101110,1011111111011001
54639,1101010101101111,1011111111011000
54640,1101010101110000,1011111111001000
54641,1101010101110001,1011111111001001
54642,1101010101110010,1011111111001011
54643,1101010101110011,1011111111001010
54644,1101010101110100,1011111111001110
54645,1101010101110101,1011111111001111
54646,1101010101110110,1011111111001101
54647,1101010101110111,1011111111001100
54648,1101010101111000,1011111111000100
54649,1101010101111001,1011111111000101
54650,1101010101111010,1011111111000111
54651,1101010101111011,1011111111000110
54652,1101010101111100,1011111111000010
54653,1101010101111101,1011111111000011
54654,1101010101111110,1011111111000001
54655,1101010101111111,1011111111000000
54656,1101010110000000,1011111101000000
54657,1101010110000001,1011111101000001
54658,1101010110000010,1011111101000011
54659,1101010110000011,1011111101000010
54660,1101010110000100,1011111101000110
54661,1101010110000101,1011111101000111
54662,1101010110000110,1011111101000101
54663,1101010110000111,1011111101000100
54664,1101010110001000,1011111101001100
54665,1101010110001001,1011111101001101
54666,1101010110001010,1011111101001111
54667,1101010110001011,1011111101001110
54668,1101010110001100,1011111101001010
54669,1101010110001101,1011111101001011
54670,1101010110001110,1011111101001001
54671,1101010110001111,1011111101001000
54672,1101010110010000,1011111101011000
54673,1101010110010001,1011111101011001
54674,1101010110010010,1011111101011011
54675,1101010110010011,1011111101011010
54676,1101010110010100,1011111101011110
54677,1101010110010101,1011111101011111
54678,1101010110010110,1011111101011101
54679,1101010110010111,1011111101011100
54680,1101010110011000,1011111101010100
54681,1101010110011001,1011111101010101
54682,1101010110011010,1011111101010111
54683,1101010110011011,1011111101010110
54684,1101010110011100,1011111101010010
54685,1101010110011101,1011111101010011
54686,1101010110011110,1011111101010001
54687,1101010110011111,1011111101010000
54688,1101010110100000,1011111101110000
54689,1101010110100001,1011111101110001
54690,1101010110100010,1011111101110011
54691,1101010110100011,1011111101110010
54692,1101010110100100,1011111101110110
54693,1101010110100101,1011111101110111
54694,1101010110100110,1011111101110101
54695,1101010110100111,1011111101110100
54696,1101010110101000,1011111101111100
54697,1101010110101001,1011111101111101
54698,1101010110101010,1011111101111111
54699,1101010110101011,1011111101111110
54700,1101010110101100,1011111101111010
54701,1101010110101101,1011111101111011
54702,1101010110101110,1011111101111001
54703,1101010110101111,1011111101111000
54704,1101010110110000,1011111101101000
54705,1101010110110001,1011111101101001
54706,1101010110110010,1011111101101011
54707,1101010110110011,1011111101101010
54708,1101010110110100,1011111101101110
54709,1101010110110101,1011111101101111
54710,1101010110110110,1011111101101101
54711,1101010110110111,1011111101101100
54712,1101010110111000,1011111101100100
54713,1101010110111001,1011111101100101
54714,1101010110111010,1011111101100111
54715,1101010110111011,1011111101100110
54716,1101010110111100,1011111101100010
54717,1101010110111101,1011111101100011
54718,1101010110111110,1011111101100001
54719,1101010110111111,1011111101100000
54720,1101010111000000,1011111100100000
54721,1101010111000001,1011111100100001
54722,1101010111000010,1011111100100011
54723,1101010111000011,1011111100100010
54724,1101010111000100,1011111100100110
54725,1101010111000101,1011111100100111
54726,1101010111000110,1011111100100101
54727,1101010111000111,1011111100100100
54728,1101010111001000,1011111100101100
54729,1101010111001001,1011111100101101
54730,1101010111001010,1011111100101111
54731,1101010111001011,1011111100101110
54732,1101010111001100,1011111100101010
54733,1101010111001101,1011111100101011
54734,1101010111001110,1011111100101001
54735,1101010111001111,1011111100101000
54736,1101010111010000,1011111100111000
54737,1101010111010001,1011111100111001
54738,1101010111010010,1011111100111011
54739,1101010111010011,1011111100111010
54740,1101010111010100,1011111100111110
54741,1101010111010101,1011111100111111
54742,1101010111010110,1011111100111101
54743,1101010111010111,1011111100111100
54744,1101010111011000,1011111100110100
54745,1101010111011001,1011111100110101
54746,1101010111011010,1011111100110111
54747,1101010111011011,1011111100110110
54748,1101010111011100,1011111100110010
54749,1101010111011101,1011111100110011
54750,1101010111011110,1011111100110001
54751,1101010111011111,1011111100110000
54752,1101010111100000,1011111100010000
54753,1101010111100001,1011111100010001
54754,1101010111100010,1011111100010011
54755,1101010111100011,1011111100010010
54756,1101010111100100,1011111100010110
54757,1101010111100101,1011111100010111
54758,1101010111100110,1011111100010101
54759,1101010111100111,1011111100010100
54760,1101010111101000,1011111100011100
54761,1101010111101001,1011111100011101
54762,1101010111101010,1011111100011111
54763,1101010111101011,1011111100011110
54764,1101010111101100,1011111100011010
54765,1101010111101101,1011111100011011
54766,1101010111101110,1011111100011001
54767,1101010111101111,1011111100011000
54768,1101010111110000,1011111100001000
54769,1101010111110001,1011111100001001
54770,1101010111110010,1011111100001011
54771,1101010111110011,1011111100001010
54772,1101010111110100,1011111100001110
54773,1101010111110101,1011111100001111
54774,1101010111110110,1011111100001101
54775,1101010111110111,1011111100001100
54776,1101010111111000,1011111100000100
54777,1101010111111001,1011111100000101
54778,1101010111111010,1011111100000111
54779,1101010111111011,1011111100000110
54780,1101010111111100,1011111100000010
54781,1101010111111101,1011111100000011
54782,1101010111111110,1011111100000001
54783,1101010111111111,1011111100000000
54784,1101011000000000,1011110100000000
54785,1101011000000001,1011110100000001
54786,1101011000000010,1011110100000011
54787,1101011000000011,1011110100000010
54788,1101011000000100,1011110100000110
54789,1101011000000101,1011110100000111
54790,1101011000000110,1011110100000101
54791,1101011000000111,1011110100000100
54792,1101011000001000,1011110100001100
54793,1101011000001001,1011110100001101
54794,1101011000001010,1011110100001111
54795,1101011000001011,1011110100001110
54796,1101011000001100,1011110100001010
54797,1101011000001101,1011110100001011
54798,1101011000001110,1011110100001001
54799,1101011000001111,1011110100001000
54800,1101011000010000,1011110100011000
54801,1101011000010001,1011110100011001
54802,1101011000010010,1011110100011011
54803,1101011000010011,1011110100011010
54804,1101011000010100,1011110100011110
54805,1101011000010101,1011110100011111
54806,1101011000010110,1011110100011101
54807,1101011000010111,1011110100011100
54808,1101011000011000,1011110100010100
54809,1101011000011001,1011110100010101
54810,1101011000011010,1011110100010111
54811,1101011000011011,1011110100010110
54812,1101011000011100,1011110100010010
54813,1101011000011101,1011110100010011
54814,1101011000011110,1011110100010001
54815,1101011000011111,1011110100010000
54816,1101011000100000,1011110100110000
54817,1101011000100001,1011110100110001
54818,1101011000100010,1011110100110011
54819,1101011000100011,1011110100110010
54820,1101011000100100,1011110100110110
54821,1101011000100101,1011110100110111
54822,1101011000100110,1011110100110101
54823,1101011000100111,1011110100110100
54824,1101011000101000,1011110100111100
54825,1101011000101001,1011110100111101
54826,1101011000101010,1011110100111111
54827,1101011000101011,1011110100111110
54828,1101011000101100,1011110100111010
54829,1101011000101101,1011110100111011
54830,1101011000101110,1011110100111001
54831,1101011000101111,1011110100111000
54832,1101011000110000,1011110100101000
54833,1101011000110001,1011110100101001
54834,1101011000110010,1011110100101011
54835,1101011000110011,1011110100101010
54836,1101011000110100,1011110100101110
54837,1101011000110101,1011110100101111
54838,1101011000110110,1011110100101101
54839,1101011000110111,1011110100101100
54840,1101011000111000,1011110100100100
54841,1101011000111001,1011110100100101
54842,1101011000111010,1011110100100111
54843,1101011000111011,1011110100100110
54844,1101011000111100,1011110100100010
54845,1101011000111101,1011110100100011
54846,1101011000111110,1011110100100001
54847,1101011000111111,1011110100100000
54848,1101011001000000,1011110101100000
54849,1101011001000001,1011110101100001
54850,1101011001000010,1011110101100011
54851,1101011001000011,1011110101100010
54852,1101011001000100,1011110101100110
54853,1101011001000101,1011110101100111
54854,1101011001000110,1011110101100101
54855,1101011001000111,1011110101100100
54856,1101011001001000,1011110101101100
54857,1101011001001001,1011110101101101
54858,1101011001001010,1011110101101111
54859,1101011001001011,1011110101101110
54860,1101011001001100,1011110101101010
54861,1101011001001101,1011110101101011
54862,1101011001001110,1011110101101001
54863,1101011001001111,1011110101101000
54864,1101011001010000,1011110101111000
54865,1101011001010001,1011110101111001
54866,1101011001010010,1011110101111011
54867,1101011001010011,1011110101111010
54868,1101011001010100,1011110101111110
54869,1101011001010101,1011110101111111
54870,1101011001010110,1011110101111101
54871,1101011001010111,1011110101111100
54872,1101011001011000,1011110101110100
54873,1101011001011001,1011110101110101
54874,1101011001011010,1011110101110111
54875,1101011001011011,1011110101110110
54876,1101011001011100,1011110101110010
54877,1101011001011101,1011110101110011
54878,1101011001011110,1011110101110001
54879,1101011001011111,1011110101110000
54880,1101011001100000,1011110101010000
54881,1101011001100001,1011110101010001
54882,1101011001100010,1011110101010011
54883,1101011001100011,1011110101010010
54884,1101011001100100,1011110101010110
54885,1101011001100101,1011110101010111
54886,1101011001100110,1011110101010101
54887,1101011001100111,1011110101010100
54888,1101011001101000,1011110101011100
54889,1101011001101001,1011110101011101
54890,1101011001101010,1011110101011111
54891,1101011001101011,1011110101011110
54892,1101011001101100,1011110101011010
54893,1101011001101101,1011110101011011
54894,1101011001101110,1011110101011001
54895,1101011001101111,1011110101011000
54896,1101011001110000,1011110101001000
54897,1101011001110001,1011110101001001
54898,1101011001110010,1011110101001011
54899,1101011001110011,1011110101001010
54900,1101011001110100,1011110101001110
54901,1101011001110101,1011110101001111
54902,1101011001110110,1011110101001101
54903,1101011001110111,1011110101001100
54904,1101011001111000,1011110101000100
54905,1101011001111001,1011110101000101
54906,1101011001111010,1011110101000111
54907,1101011001111011,1011110101000110
54908,1101011001111100,1011110101000010
54909,1101011001111101,1011110101000011
54910,1101011001111110,1011110101000001
54911,1101011001111111,1011110101000000
54912,1101011010000000,1011110111000000
54913,1101011010000001,1011110111000001
54914,1101011010000010,1011110111000011
54915,1101011010000011,1011110111000010
54916,1101011010000100,1011110111000110
54917,1101011010000101,1011110111000111
54918,1101011010000110,1011110111000101
54919,1101011010000111,1011110111000100
54920,1101011010001000,1011110111001100
54921,1101011010001001,1011110111001101
54922,1101011010001010,1011110111001111
54923,1101011010001011,1011110111001110
54924,1101011010001100,1011110111001010
54925,1101011010001101,1011110111001011
54926,1101011010001110,1011110111001001
54927,1101011010001111,1011110111001000
54928,1101011010010000,1011110111011000
54929,1101011010010001,1011110111011001
54930,1101011010010010,1011110111011011
54931,1101011010010011,1011110111011010
54932,1101011010010100,1011110111011110
54933,1101011010010101,1011110111011111
54934,1101011010010110,1011110111011101
54935,1101011010010111,1011110111011100
54936,1101011010011000,1011110111010100
54937,1101011010011001,1011110111010101
54938,1101011010011010,1011110111010111
54939,1101011010011011,1011110111010110
54940,1101011010011100,1011110111010010
54941,1101011010011101,1011110111010011
54942,1101011010011110,1011110111010001
54943,1101011010011111,1011110111010000
54944,1101011010100000,1011110111110000
54945,1101011010100001,1011110111110001
54946,1101011010100010,1011110111110011
54947,1101011010100011,1011110111110010
54948,1101011010100100,1011110111110110
54949,1101011010100101,1011110111110111
54950,1101011010100110,1011110111110101
54951,1101011010100111,1011110111110100
54952,1101011010101000,1011110111111100
54953,1101011010101001,1011110111111101
54954,1101011010101010,1011110111111111
54955,1101011010101011,1011110111111110
54956,1101011010101100,1011110111111010
54957,1101011010101101,1011110111111011
54958,1101011010101110,1011110111111001
54959,1101011010101111,1011110111111000
54960,1101011010110000,1011110111101000
54961,1101011010110001,1011110111101001
54962,1101011010110010,1011110111101011
54963,1101011010110011,1011110111101010
54964,1101011010110100,1011110111101110
54965,1101011010110101,1011110111101111
54966,1101011010110110,1011110111101101
54967,1101011010110111,1011110111101100
54968,1101011010111000,1011110111100100
54969,1101011010111001,1011110111100101
54970,1101011010111010,1011110111100111
54971,1101011010111011,1011110111100110
54972,1101011010111100,1011110111100010
54973,1101011010111101,1011110111100011
54974,1101011010111110,1011110111100001
54975,1101011010111111,1011110111100000
54976,1101011011000000,1011110110100000
54977,1101011011000001,1011110110100001
54978,1101011011000010,1011110110100011
54979,1101011011000011,1011110110100010
54980,1101011011000100,1011110110100110
54981,1101011011000101,1011110110100111
54982,1101011011000110,1011110110100101
54983,1101011011000111,1011110110100100
54984,1101011011001000,1011110110101100
54985,1101011011001001,1011110110101101
54986,1101011011001010,1011110110101111
54987,1101011011001011,1011110110101110
54988,1101011011001100,1011110110101010
54989,1101011011001101,1011110110101011
54990,1101011011001110,1011110110101001
54991,1101011011001111,1011110110101000
54992,1101011011010000,1011110110111000
54993,1101011011010001,1011110110111001
54994,1101011011010010,1011110110111011
54995,1101011011010011,1011110110111010
54996,1101011011010100,1011110110111110
54997,1101011011010101,1011110110111111
54998,1101011011010110,1011110110111101
54999,1101011011010111,1011110110111100
55000,1101011011011000,1011110110110100
55001,1101011011011001,1011110110110101
55002,1101011011011010,1011110110110111
55003,1101011011011011,1011110110110110
55004,1101011011011100,1011110110110010
55005,1101011011011101,1011110110110011
55006,1101011011011110,1011110110110001
55007,1101011011011111,1011110110110000
55008,1101011011100000,1011110110010000
55009,1101011011100001,1011110110010001
55010,1101011011100010,1011110110010011
55011,1101011011100011,1011110110010010
55012,1101011011100100,1011110110010110
55013,1101011011100101,1011110110010111
55014,1101011011100110,1011110110010101
55015,1101011011100111,1011110110010100
55016,1101011011101000,1011110110011100
55017,1101011011101001,1011110110011101
55018,1101011011101010,1011110110011111
55019,1101011011101011,1011110110011110
55020,1101011011101100,1011110110011010
55021,1101011011101101,1011110110011011
55022,1101011011101110,1011110110011001
55023,1101011011101111,1011110110011000
55024,1101011011110000,1011110110001000
55025,1101011011110001,1011110110001001
55026,1101011011110010,1011110110001011
55027,1101011011110011,1011110110001010
55028,1101011011110100,1011110110001110
55029,1101011011110101,1011110110001111
55030,1101011011110110,1011110110001101
55031,1101011011110111,1011110110001100
55032,1101011011111000,1011110110000100
55033,1101011011111001,1011110110000101
55034,1101011011111010,1011110110000111
55035,1101011011111011,1011110110000110
55036,1101011011111100,1011110110000010
55037,1101011011111101,1011110110000011
55038,1101011011111110,1011110110000001
55039,1101011011111111,1011110110000000
55040,1101011100000000,1011110010000000
55041,1101011100000001,1011110010000001
55042,1101011100000010,1011110010000011
55043,1101011100000011,1011110010000010
55044,1101011100000100,1011110010000110
55045,1101011100000101,1011110010000111
55046,1101011100000110,1011110010000101
55047,1101011100000111,1011110010000100
55048,1101011100001000,1011110010001100
55049,1101011100001001,1011110010001101
55050,1101011100001010,1011110010001111
55051,1101011100001011,1011110010001110
55052,1101011100001100,1011110010001010
55053,1101011100001101,1011110010001011
55054,1101011100001110,1011110010001001
55055,1101011100001111,1011110010001000
55056,1101011100010000,1011110010011000
55057,1101011100010001,1011110010011001
55058,1101011100010010,1011110010011011
55059,1101011100010011,1011110010011010
55060,1101011100010100,1011110010011110
55061,1101011100010101,1011110010011111
55062,1101011100010110,1011110010011101
55063,1101011100010111,1011110010011100
55064,1101011100011000,1011110010010100
55065,1101011100011001,1011110010010101
55066,1101011100011010,1011110010010111
55067,1101011100011011,1011110010010110
55068,1101011100011100,1011110010010010
55069,1101011100011101,1011110010010011
55070,1101011100011110,1011110010010001
55071,1101011100011111,1011110010010000
55072,1101011100100000,1011110010110000
55073,1101011100100001,1011110010110001
55074,1101011100100010,1011110010110011
55075,1101011100100011,1011110010110010
55076,1101011100100100,1011110010110110
55077,1101011100100101,1011110010110111
55078,1101011100100110,1011110010110101
55079,1101011100100111,1011110010110100
55080,1101011100101000,1011110010111100
55081,1101011100101001,1011110010111101
55082,1101011100101010,1011110010111111
55083,1101011100101011,1011110010111110
55084,1101011100101100,1011110010111010
55085,1101011100101101,1011110010111011
55086,1101011100101110,1011110010111001
55087,1101011100101111,1011110010111000
55088,1101011100110000,1011110010101000
55089,1101011100110001,1011110010101001
55090,1101011100110010,1011110010101011
55091,1101011100110011,1011110010101010
55092,1101011100110100,1011110010101110
55093,1101011100110101,1011110010101111
55094,1101011100110110,1011110010101101
55095,1101011100110111,1011110010101100
55096,1101011100111000,1011110010100100
55097,1101011100111001,1011110010100101
55098,1101011100111010,1011110010100111
55099,1101011100111011,1011110010100110
55100,1101011100111100,1011110010100010
55101,1101011100111101,1011110010100011
55102,1101011100111110,1011110010100001
55103,1101011100111111,1011110010100000
55104,1101011101000000,1011110011100000
55105,1101011101000001,1011110011100001
55106,1101011101000010,1011110011100011
55107,1101011101000011,1011110011100010
55108,1101011101000100,1011110011100110
55109,1101011101000101,1011110011100111
55110,1101011101000110,1011110011100101
55111,1101011101000111,1011110011100100
55112,1101011101001000,1011110011101100
55113,1101011101001001,1011110011101101
55114,1101011101001010,1011110011101111
55115,1101011101001011,1011110011101110
55116,1101011101001100,1011110011101010
55117,1101011101001101,1011110011101011
55118,1101011101001110,1011110011101001
55119,1101011101001111,1011110011101000
55120,1101011101010000,1011110011111000
55121,1101011101010001,1011110011111001
55122,1101011101010010,1011110011111011
55123,1101011101010011,1011110011111010
55124,1101011101010100,1011110011111110
55125,1101011101010101,1011110011111111
55126,1101011101010110,1011110011111101
55127,1101011101010111,1011110011111100
55128,1101011101011000,1011110011110100
55129,1101011101011001,1011110011110101
55130,1101011101011010,1011110011110111
55131,1101011101011011,1011110011110110
55132,1101011101011100,1011110011110010
55133,1101011101011101,1011110011110011
55134,1101011101011110,1011110011110001
55135,1101011101011111,1011110011110000
55136,1101011101100000,1011110011010000
55137,1101011101100001,1011110011010001
55138,1101011101100010,1011110011010011
55139,1101011101100011,1011110011010010
55140,1101011101100100,1011110011010110
55141,1101011101100101,1011110011010111
55142,1101011101100110,1011110011010101
55143,1101011101100111,1011110011010100
55144,1101011101101000,1011110011011100
55145,1101011101101001,1011110011011101
55146,1101011101101010,1011110011011111
55147,1101011101101011,1011110011011110
55148,1101011101101100,1011110011011010
55149,1101011101101101,1011110011011011
55150,1101011101101110,1011110011011001
55151,1101011101101111,1011110011011000
55152,1101011101110000,1011110011001000
55153,1101011101110001,1011110011001001
55154,1101011101110010,1011110011001011
55155,1101011101110011,1011110011001010
55156,1101011101110100,1011110011001110
55157,1101011101110101,1011110011001111
55158,1101011101110110,1011110011001101
55159,1101011101110111,1011110011001100
55160,1101011101111000,1011110011000100
55161,1101011101111001,1011110011000101
55162,1101011101111010,1011110011000111
55163,1101011101111011,1011110011000110
55164,1101011101111100,1011110011000010
55165,1101011101111101,1011110011000011
55166,1101011101111110,1011110011000001
55167,1101011101111111,1011110011000000
55168,1101011110000000,1011110001000000
55169,1101011110000001,1011110001000001
55170,1101011110000010,1011110001000011
55171,1101011110000011,1011110001000010
55172,1101011110000100,1011110001000110
55173,1101011110000101,1011110001000111
55174,1101011110000110,1011110001000101
55175,1101011110000111,1011110001000100
55176,1101011110001000,1011110001001100
55177,1101011110001001,1011110001001101
55178,1101011110001010,1011110001001111
55179,1101011110001011,1011110001001110
55180,1101011110001100,1011110001001010
55181,1101011110001101,1011110001001011
55182,1101011110001110,1011110001001001
55183,1101011110001111,1011110001001000
55184,1101011110010000,1011110001011000
55185,1101011110010001,1011110001011001
55186,1101011110010010,1011110001011011
55187,1101011110010011,1011110001011010
55188,1101011110010100,1011110001011110
55189,1101011110010101,1011110001011111
55190,1101011110010110,1011110001011101
55191,1101011110010111,1011110001011100
55192,1101011110011000,1011110001010100
55193,1101011110011001,1011110001010101
55194,1101011110011010,1011110001010111
55195,1101011110011011,1011110001010110
55196,1101011110011100,1011110001010010
55197,1101011110011101,1011110001010011
55198,1101011110011110,1011110001010001
55199,1101011110011111,1011110001010000
55200,1101011110100000,1011110001110000
55201,1101011110100001,1011110001110001
55202,1101011110100010,1011110001110011
55203,1101011110100011,1011110001110010
55204,1101011110100100,1011110001110110
55205,1101011110100101,1011110001110111
55206,1101011110100110,1011110001110101
55207,1101011110100111,1011110001110100
55208,1101011110101000,1011110001111100
55209,1101011110101001,1011110001111101
55210,1101011110101010,1011110001111111
55211,1101011110101011,1011110001111110
55212,1101011110101100,1011110001111010
55213,1101011110101101,1011110001111011
55214,1101011110101110,1011110001111001
55215,1101011110101111,1011110001111000
55216,1101011110110000,1011110001101000
55217,1101011110110001,1011110001101001
55218,1101011110110010,1011110001101011
55219,1101011110110011,1011110001101010
55220,1101011110110100,1011110001101110
55221,1101011110110101,1011110001101111
55222,1101011110110110,1011110001101101
55223,1101011110110111,1011110001101100
55224,1101011110111000,1011110001100100
55225,1101011110111001,1011110001100101
55226,1101011110111010,1011110001100111
55227,1101011110111011,1011110001100110
55228,1101011110111100,1011110001100010
55229,1101011110111101,1011110001100011
55230,1101011110111110,1011110001100001
55231,1101011110111111,1011110001100000
55232,1101011111000000,1011110000100000
55233,1101011111000001,1011110000100001
55234,1101011111000010,1011110000100011
55235,1101011111000011,1011110000100010
55236,1101011111000100,1011110000100110
55237,1101011111000101,1011110000100111
55238,1101011111000110,1011110000100101
55239,1101011111000111,1011110000100100
55240,1101011111001000,1011110000101100
55241,1101011111001001,1011110000101101
55242,1101011111001010,1011110000101111
55243,1101011111001011,1011110000101110
55244,1101011111001100,1011110000101010
55245,1101011111001101,1011110000101011
55246,1101011111001110,1011110000101001
55247,1101011111001111,1011110000101000
55248,1101011111010000,1011110000111000
55249,1101011111010001,1011110000111001
55250,1101011111010010,1011110000111011
55251,1101011111010011,1011110000111010
55252,1101011111010100,1011110000111110
55253,1101011111010101,1011110000111111
55254,1101011111010110,1011110000111101
55255,1101011111010111,1011110000111100
55256,1101011111011000,1011110000110100
55257,1101011111011001,1011110000110101
55258,1101011111011010,1011110000110111
55259,1101011111011011,1011110000110110
55260,1101011111011100,1011110000110010
55261,1101011111011101,1011110000110011
55262,1101011111011110,1011110000110001
55263,1101011111011111,1011110000110000
55264,1101011111100000,1011110000010000
55265,1101011111100001,1011110000010001
55266,1101011111100010,1011110000010011
55267,1101011111100011,1011110000010010
55268,1101011111100100,1011110000010110
55269,1101011111100101,1011110000010111
55270,1101011111100110,1011110000010101
55271,1101011111100111,1011110000010100
55272,1101011111101000,1011110000011100
55273,1101011111101001,1011110000011101
55274,1101011111101010,1011110000011111
55275,1101011111101011,1011110000011110
55276,1101011111101100,1011110000011010
55277,1101011111101101,1011110000011011
55278,1101011111101110,1011110000011001
55279,1101011111101111,1011110000011000
55280,1101011111110000,1011110000001000
